94908KDBQ DBQ20050501000009505/01/05 00:00:49  5-MIN KDBQ 010600Z 22003KT 10SM CLR 01/M02 A2999 1010 85 -400 220/03 RMK AO2
94908KDBQ DBQ20050501000509505/01/05 00:05:31  5-MIN KDBQ 010605Z 22003KT 10SM CLR 01/M02 A2999 1010 85 -400 220/03 RMK AO2
94908KDBQ DBQ20050501001009505/01/05 00:10:31  5-MIN KDBQ 010610Z 22003KT 10SM CLR 00/M02 A2999 1020 88 -500 210/03 RMK AO2
94908KDBQ DBQ20050501001509505/01/05 00:15:32  5-MIN KDBQ 010615Z 22003KT 10SM CLR 00/M02 A2999 1020 85 -500 220/03 RMK AO2
94908KDBQ DBQ20050501002009405/01/05 00:20:31  5-MIN KDBQ 010620Z 22003KT 9SM CLR 00/M02 A2998 1020 85 -500 220/03 RMK AO2
94908KDBQ DBQ20050501002509405/01/05 00:25:31  5-MIN KDBQ 010625Z 21003KT 9SM CLR 00/M02 A2998 1020 85 -500 210/03 RMK AO2
94908KDBQ DBQ20050501003009505/01/05 00:30:31  5-MIN KDBQ 010630Z 22004KT 9SM CLR M01/M03 A2998 1020 85 -500 210/04 RMK AO2
94908KDBQ DBQ20050501003509505/01/05 00:35:31  5-MIN KDBQ 010635Z 21004KT 9SM CLR M01/M03 A2998 1020 85 -500 210/04 RMK AO2
94908KDBQ DBQ20050501004009805/01/05 00:40:31  5-MIN KDBQ 010640Z 22004KT 9SM FEW110 M01/M03 A2998 1020 85 -500 220/04 RMK AO2
94908KDBQ DBQ20050501004509805/01/05 00:45:31  5-MIN KDBQ 010645Z 23005KT 8SM SCT100 M01/M02 A2998 1030 88 -500 220/05 RMK AO2
94908KDBQ DBQ20050501005011405/01/05 00:50:31  5-MIN KDBQ 010650Z 23005KT 8SM SCT090 00/M02 A2998 1030 85 -500 220/05 RMK AO2 SLP159 T00001022
94908KDBQ DBQ20050529154509405/29/05 15:45:31  5-MIN KDBQ 292145Z 22009KT 10SM CLR 17/12 A2993 1070 72 1600 220/09 RMK AO2
94908KDBQ DBQ20050529155011105/29/05 15:50:31  5-MIN KDBQ 292150Z 22008KT 10SM CLR 18/12 A2993 1070 69 1700 220/08 RMK AO2 SLP136 T01780122
94908KDBQ DBQ20050529155511105/29/05 15:55:31  5-MIN KDBQ 292155Z 21009KT 10SM CLR 18/12 A2993 1070 69 1700 210/09 RMK AO2 SLP136 T01780122
94908KDBQ DBQ20050529160009405/29/05 16:00:31  5-MIN KDBQ 292200Z 22007KT 10SM CLR 18/13 A2992 1080 72 1700 220/07 RMK AO2
94908KDBQ DBQ20050529160509405/29/05 16:05:31  5-MIN KDBQ 292205Z 23008KT 10SM CLR 18/13 A2992 1080 72 1700 230/08 RMK AO2
94908KDBQ DBQ20050529161009405/29/05 16:10:31  5-MIN KDBQ 292210Z 24008KT 10SM CLR 18/13 A2992 1080 72 1700 230/08 RMK AO2
94908KDBQ DBQ20050529161509405/29/05 16:15:31  5-MIN KDBQ 292215Z 22007KT 10SM CLR 18/13 A2992 1080 70 1800 220/07 RMK AO2
94908KDBQ DBQ20050529162009405/29/05 16:20:31  5-MIN KDBQ 292220Z 23008KT 10SM CLR 18/12 A2993 1070 69 1700 230/08 RMK AO2
94908KDBQ DBQ20050529162509405/29/05 16:25:31  5-MIN KDBQ 292225Z 25007KT 10SM CLR 18/12 A2993 1070 69 1700 250/07 RMK AO2
94908KDBQ DBQ20050529163009405/29/05 16:30:31  5-MIN KDBQ 292230Z VRB03KT 10SM CLR 18/12 A2993 1070 69 1700 VRB/03 RMK AO2
94908KDBQ DBQ20050529163509405/29/05 16:35:31  5-MIN KDBQ 292235Z 00000KT 10SM CLR 18/13 A2993 1070 72 1700 000/00 RMK AO2
94908KDBQ DBQ20050529164009405/29/05 16:40:31  5-MIN KDBQ 292240Z 24003KT 10SM CLR 18/13 A2993 1070 72 1700 240/03 RMK AO2
94908KDBQ DBQ20050529164509405/29/05 16:45:31  5-MIN KDBQ 292245Z 24003KT 10SM CLR 18/12 A2992 1080 69 1700 240/03 RMK AO2
94908KDBQ DBQ20050529165011105/29/05 16:50:31  5-MIN KDBQ 292250Z 27005KT 10SM CLR 18/12 A2993 1070 67 1700 270/05 RMK AO2 SLP136 T01830122
94908KDBQ DBQ20050529165511405/29/05 16:55:31  5-MIN KDBQ 292255Z 27005KT 10SM FEW026 18/12 A2993 1070 67 1700 270/05 RMK AO2 SLP136 T01830122
94908KDBQ DBQ20050529170009705/29/05 17:00:31  5-MIN KDBQ 292300Z 00000KT 10SM FEW028 18/12 A2993 1070 65 1700 000/00 RMK AO2
94908KDBQ DBQ20050529170509705/29/05 17:05:31  5-MIN KDBQ 292305Z VRB04KT 10SM SCT028 18/12 A2993 1070 65 1700 VRB/04 RMK AO2
94908KDBQ DBQ20050529171009705/29/05 17:10:31  5-MIN KDBQ 292310Z 25006KT 10SM SCT028 18/12 A2993 1070 65 1800 250/06 RMK AO2
94908KDBQ DBQ20050529171509705/29/05 17:15:31  5-MIN KDBQ 292315Z 23003KT 10SM FEW028 18/11 A2993 1070 62 1800 230/03 RMK AO2
94908KDBQ DBQ20050529172009705/29/05 17:20:31  5-MIN KDBQ 292320Z 28005KT 10SM FEW028 18/12 A2993 1070 65 1700 280/05 RMK AO2
94908KDBQ DBQ20050529172509705/29/05 17:25:31  5-MIN KDBQ 292325Z 28003KT 10SM FEW028 18/12 A2993 1070 65 1700 280/03 RMK AO2
94908KDBQ DBQ20050529173009705/29/05 17:30:31  5-MIN KDBQ 292330Z 28004KT 10SM FEW028 18/12 A2993 1070 67 1700 280/04 RMK AO2
94908KDBQ DBQ20050529173509405/29/05 17:35:31  5-MIN KDBQ 292335Z 00000KT 10SM CLR 18/11 A2993 1070 64 1700 000/00 RMK AO2
94908KDBQ DBQ20050529174009405/29/05 17:40:31  5-MIN KDBQ 292340Z 00000KT 10SM CLR 18/12 A2993 1070 67 1700 000/00 RMK AO2
94908KDBQ DBQ20050529174509405/29/05 17:45:31  5-MIN KDBQ 292345Z 00000KT 10SM CLR 18/12 A2993 1070 65 1700 000/00 RMK AO2
94908KDBQ DBQ20050529175012905/29/05 17:50:31  5-MIN KDBQ 292350Z 00000KT 10SM CLR 19/11 A2993 1070 60 1800 000/00 RMK AO2 SLP134 T01890111 10189 20133 58010
94908KDBQ DBQ20050529175512905/29/05 17:55:31  5-MIN KDBQ 292355Z 00000KT 10SM CLR 19/11 A2993 1070 60 1800 000/00 RMK AO2 SLP134 T01890111 10189 20133 56004
94908KDBQ DBQ20050529180009405/29/05 18:00:31  5-MIN KDBQ 300000Z 00000KT 10SM CLR 18/11 A2993 1070 62 1800 000/00 RMK AO2
94908KDBQ DBQ20050529180509405/29/05 18:05:31  5-MIN KDBQ 300005Z 00000KT 10SM CLR 18/11 A2993 1070 62 1700 000/00 RMK AO2
94908KDBQ DBQ20050529181009405/29/05 18:10:31  5-MIN KDBQ 300010Z 00000KT 10SM CLR 19/11 A2993 1070 60 1800 000/00 RMK AO2
94908KDBQ DBQ20050529181509405/29/05 18:15:31  5-MIN KDBQ 300015Z 00000KT 10SM CLR 19/12 A2992 1070 62 1800 000/00 RMK AO2
94908KDBQ DBQ20050529182009405/29/05 18:20:31  5-MIN KDBQ 300020Z 00000KT 10SM CLR 19/11 A2992 1070 60 1800 000/00 RMK AO2
94908KDBQ DBQ20050529182509405/29/05 18:25:31  5-MIN KDBQ 300025Z 00000KT 10SM CLR 18/11 A2992 1070 62 1800 000/00 RMK AO2
94908KDBQ DBQ20050529183009405/29/05 18:30:31  5-MIN KDBQ 300030Z 00000KT 10SM CLR 18/11 A2992 1070 62 1800 000/00 RMK AO2
94908KDBQ DBQ20050529183509405/29/05 18:35:31  5-MIN KDBQ 300035Z 00000KT 10SM CLR 19/11 A2992 1070 58 1800 000/00 RMK AO2
94908KDBQ DBQ20050529184009405/29/05 18:40:31  5-MIN KDBQ 300040Z 00000KT 10SM CLR 18/11 A2992 1070 62 1800 000/00 RMK AO2
94908KDBQ DBQ20050529184509405/29/05 18:45:31  5-MIN KDBQ 300045Z 00000KT 10SM CLR 18/11 A2993 1070 62 1800 000/00 RMK AO2
94908KDBQ DBQ20050529185011105/29/05 18:50:31  5-MIN KDBQ 300050Z 00000KT 10SM CLR 18/12 A2993 1070 67 1700 000/00 RMK AO2 SLP134 T01780117
94908KDBQ DBQ20050529185511105/29/05 18:55:31  5-MIN KDBQ 300055Z 15004KT 10SM CLR 18/12 A2993 1070 67 1700 150/04 RMK AO2 SLP134 T01780117
94908KDBQ DBQ20050529190010705/29/05 19:00:31  5-MIN KDBQ 300100Z AUTO 14003KT 10SM SCT100 17/12 A2993 1070 69 1600 140/03 RMK AO2 TSNO
94908KDBQ DBQ20050529190510705/29/05 19:05:31  5-MIN KDBQ 300105Z AUTO 15003KT 10SM BKN100 17/12 A2993 1070 69 1600 150/03 RMK AO2 TSNO
94908KDBQ DBQ20050529191010705/29/05 19:10:31  5-MIN KDBQ 300110Z AUTO 14004KT 10SM BKN100 17/11 A2992 1080 67 1600 140/04 RMK AO2 TSNO
94908KDBQ DBQ20050529191510705/29/05 19:15:31  5-MIN KDBQ 300115Z AUTO 14006KT 10SM BKN100 17/12 A2993 1070 72 1600 140/06 RMK AO2 TSNO
94908KDBQ DBQ20050529192010705/29/05 19:20:31  5-MIN KDBQ 300120Z AUTO 14006KT 10SM SCT100 16/12 A2991 1090 75 1500 140/06 RMK AO2 TSNO
94908KDBQ DBQ20050529192510705/29/05 19:25:31  5-MIN KDBQ 300125Z AUTO 14005KT 10SM SCT100 16/12 A2992 1080 75 1500 140/05 RMK AO2 TSNO
94908KDBQ DBQ20050529193010705/29/05 19:30:31  5-MIN KDBQ 300130Z AUTO 14006KT 10SM FEW100 16/12 A2991 1090 77 1400 140/06 RMK AO2 TSNO
94908KDBQ DBQ20050529193510705/29/05 19:35:31  5-MIN KDBQ 300135Z AUTO 13007KT 10SM FEW100 16/11 A2992 1080 74 1400 130/07 RMK AO2 TSNO
94908KDBQ DBQ20050529194010505/29/05 19:40:31  5-MIN KDBQ 300140Z AUTO 13006KT 10SM CLR 16/11 A2991  1090 72 1500 130/06 RMK AO2 TSNO
94908KDBQ DBQ20050529194510505/29/05 19:45:31  5-MIN KDBQ 300145Z AUTO 14006KT 10SM CLR 16/11 A2992  1080 74 1400 130/06 RMK AO2 TSNO
94908KDBQ DBQ20050529195012205/29/05 19:50:31  5-MIN KDBQ 300150Z AUTO 14006KT 10SM CLR 15/11 A2991  1090 77 1400 130/06 RMK AO2 SLP130 T01500111 TSNO
94908KDBQ DBQ20050529195512205/29/05 19:55:31  5-MIN KDBQ 300155Z AUTO 13007KT 10SM CLR 15/11 A2991  1080 77 1400 130/07 RMK AO2 SLP130 T01500111 TSNO
94908KDBQ DBQ20050529200010505/29/05 20:00:31  5-MIN KDBQ 300200Z AUTO 13006KT 10SM CLR 16/11 A2991  1090 74 1400 130/06 RMK AO2 TSNO
94908KDBQ DBQ20050529200510505/29/05 20:05:31  5-MIN KDBQ 300205Z AUTO 13006KT 10SM CLR 15/11 A2991  1090 77 1400 130/06 RMK AO2 TSNO
94908KDBQ DBQ20050529201010505/29/05 20:10:31  5-MIN KDBQ 300210Z AUTO 13006KT 10SM CLR 15/11 A2991  1090 77 1400 130/06 RMK AO2 TSNO
94908KDBQ DBQ20050529201510505/29/05 20:15:31  5-MIN KDBQ 300215Z AUTO 14007KT 10SM CLR 15/11 A2992  1080 77 1400 130/07 RMK AO2 TSNO
94908KDBQ DBQ20050529202010505/29/05 20:20:31  5-MIN KDBQ 300220Z AUTO 14007KT 10SM CLR 14/12 A2992  1080 83 1300 140/07 RMK AO2 TSNO
94908KDBQ DBQ20050529202510505/29/05 20:25:31  5-MIN KDBQ 300225Z AUTO 14008KT 10SM CLR 14/12 A2992  1080 83 1300 140/08 RMK AO2 TSNO
94908KDBQ DBQ20050529203010705/29/05 20:30:31  5-MIN KDBQ 300230Z AUTO 17009KT 10SM FEW070 14/12 A2993 1070 83 1300 170/09 RMK AO2 TSNO
94908KDBQ DBQ20050529203510705/29/05 20:35:31  5-MIN KDBQ 300235Z AUTO 17008KT 10SM SCT070 14/12 A2993 1070 83 1300 170/08 RMK AO2 TSNO
94908KDBQ DBQ20050529204010705/29/05 20:40:31  5-MIN KDBQ 300240Z AUTO 16006KT 10SM BKN070 14/12 A2994 1060 86 1300 160/06 RMK AO2 TSNO
94908KDBQ DBQ20050529204510705/29/05 20:45:31  5-MIN KDBQ 300245Z AUTO 23005KT 10SM BKN070 14/12 A2993 1070 90 1200 230/05 RMK AO2 TSNO
94908KDBQ DBQ20050529205013005/29/05 20:50:31  5-MIN KDBQ 300250Z AUTO 20004KT 10SM SCT070 14/12 A2993 1070 86 1200 200/04 RMK AO2 SLP136 T01390117 56004 TSNO
94908KDBQ DBQ20050529205513005/29/05 20:55:31  5-MIN KDBQ 300255Z AUTO 18004KT 10SM SCT070 14/12 A2994 1060 86 1200 180/04 RMK AO2 SLP139 T01390117 53004 TSNO
94908KDBQ DBQ20050529210010705/29/05 21:00:31  5-MIN KDBQ 300300Z AUTO 17004KT 10SM SCT070 14/12 A2993 1070 86 1200 170/04 RMK AO2 TSNO
94908KDBQ DBQ20050529210510705/29/05 21:05:31  5-MIN KDBQ 300305Z AUTO 17005KT 10SM FEW060 13/12 A2993 1070 89 1200 170/05 RMK AO2 TSNO
94908KDBQ DBQ20050529211010505/29/05 21:10:31  5-MIN KDBQ 300310Z AUTO 18003KT 10SM CLR 13/12 A2993  1070 89 1200 180/03 RMK AO2 TSNO
94908KDBQ DBQ20050529211510505/29/05 21:15:31  5-MIN KDBQ 300315Z AUTO 18003KT 10SM CLR 13/11 A2994  1060 89 1100 180/03 RMK AO2 TSNO
94908KDBQ DBQ20050529212010705/29/05 21:20:31  5-MIN KDBQ 300320Z AUTO 19003KT 10SM SCT075 13/11 A2994 1060 89 1100 190/03 RMK AO2 TSNO
94908KDBQ DBQ20050529212510705/29/05 21:25:31  5-MIN KDBQ 300325Z AUTO 20003KT 10SM SCT075 13/12 A2995 1060 89 1100 200/03 RMK AO2 TSNO
94908KDBQ DBQ20050529213011405/29/05 21:30:31  5-MIN KDBQ 300330Z AUTO 00000KT 10SM FEW060 SCT075 13/11 A2994 1060 86 1200 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529213510705/29/05 21:35:31  5-MIN KDBQ 300335Z AUTO 00000KT 10SM FEW070 13/11 A2993 1070 89 1100 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529214010705/29/05 21:40:31  5-MIN KDBQ 300340Z AUTO 00000KT 10SM FEW070 12/11 A2993 1070 93 1000 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529214510705/29/05 21:45:31  5-MIN KDBQ 300345Z AUTO 05004KT 10SM FEW075 12/11 A2994 1060 93 1000 050/04 RMK AO2 TSNO
94908KDBQ DBQ20050529215012205/29/05 21:50:31  5-MIN KDBQ 300350Z AUTO 05004KT 10SM CLR 13/11 A2993  1060 89 1100 050/04 RMK AO2 SLP138 T01280111 TSNO
94908KDBQ DBQ20050529215512205/29/05 21:55:31  5-MIN KDBQ 300355Z AUTO 04005KT 10SM CLR 13/11 A2994  1060 89 1100 040/05 RMK AO2 SLP138 T01280111 TSNO
94908KDBQ DBQ20050529220010505/29/05 22:00:31  5-MIN KDBQ 300400Z AUTO 03004KT 10SM CLR 12/11 A2993  1070 93 1000 030/04 RMK AO2 TSNO
94908KDBQ DBQ20050529220510505/29/05 22:05:31  5-MIN KDBQ 300405Z AUTO 03003KT 10SM CLR 12/11 A2993  1070 93 1000 030/03 RMK AO2 TSNO
94908KDBQ DBQ20050529221010505/29/05 22:10:31  5-MIN KDBQ 300410Z AUTO VRB03KT 10SM CLR 12/11 A2993  1070 93 1000 VRB/03 RMK AO2 TSNO
94908KDBQ DBQ20050529221510305/29/05 22:15:31  5-MIN KDBQ 300415Z AUTO 00000KT 9SM CLR 12/11 A2994 1060 93 1000 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529222010305/29/05 22:20:31  5-MIN KDBQ 300420Z AUTO 10003KT 9SM CLR 12/11 A2994 1060 93 1000 100/03 RMK AO2 TSNO
94908KDBQ DBQ20050529222510305/29/05 22:25:31  5-MIN KDBQ 300425Z AUTO 10003KT 8SM CLR 12/11 A2994 1060 93 1000 090/03 RMK AO2 TSNO
94908KDBQ DBQ20050529223010305/29/05 22:30:31  5-MIN KDBQ 300430Z AUTO 09003KT 8SM CLR 12/11 A2994 1060 93 1000 090/03 RMK AO2 TSNO
94908KDBQ DBQ20050529223510305/29/05 22:35:31  5-MIN KDBQ 300435Z AUTO 11003KT 8SM CLR 12/10 A2994 1060 89 1000 110/03 RMK AO2 TSNO
94908KDBQ DBQ20050529224010305/29/05 22:40:31  5-MIN KDBQ 300440Z AUTO 11003KT 9SM CLR 12/11 A2994 1060 89 1000 100/03 RMK AO2 TSNO
94908KDBQ DBQ20050529224510205/29/05 22:45:31  5-MIN KDBQ 300445Z AUTO 11004KT 9SM CLR 12/11 A2994 1060 93 900 110/04 RMK AO2 TSNO
94908KDBQ DBQ20050529225011905/29/05 22:50:31  5-MIN KDBQ 300450Z AUTO 10004KT 8SM CLR 12/11 A2994 1060 93 900 100/04 RMK AO2 SLP141 T01170106 TSNO
94908KDBQ DBQ20050529225512405/29/05 22:55:31  5-MIN KDBQ 300455Z AUTO 11004KT 8SM FEW075 12/11 A2994  1060 93 1000 110/04 RMK AO2 SLP141 T01170106 TSNO
94908KDBQ DBQ20050529230010605/29/05 23:00:31  5-MIN KDBQ 300500Z AUTO 12005KT 8SM SCT075 11/11 A2994  1060 96 900 120/05 RMK AO2 TSNO
94908KDBQ DBQ20050529230510705/29/05 23:05:31  5-MIN KDBQ 300505Z AUTO 13003KT 8SM SCT075 12/11 A2994  1060 93 1000 130/03 RMK AO2 TSNO
94908KDBQ DBQ20050529231010705/29/05 23:10:31  5-MIN KDBQ 300510Z AUTO 13004KT 8SM FEW075 12/11 A2994  1060 93 1000 130/04 RMK AO2 TSNO
94908KDBQ DBQ20050529231510605/29/05 23:15:31  5-MIN KDBQ 300515Z AUTO 00000KT 8SM FEW075 12/11 A2994  1060 93 900 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529232010605/29/05 23:20:31  5-MIN KDBQ 300520Z AUTO 00000KT 7SM FEW075 11/10 A2996  1050 96 800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529232510605/29/05 23:25:31  5-MIN KDBQ 300525Z AUTO 05003KT 7SM FEW075 10/09 A2994  1060 96 800 050/03 RMK AO2 TSNO
94908KDBQ DBQ20050529233010205/29/05 23:30:31  5-MIN KDBQ 300530Z AUTO 00000KT 7SM CLR 11/10 A2994 1060 96 800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529233510205/29/05 23:35:31  5-MIN KDBQ 300535Z AUTO 00000KT 7SM CLR 10/09 A2994 1060 93 800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529234010205/29/05 23:40:31  5-MIN KDBQ 300540Z AUTO 00000KT 7SM CLR 11/10 A2994 1060 96 800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529234510205/29/05 23:45:31  5-MIN KDBQ 300545Z AUTO 00000KT 7SM CLR 10/09 A2994 1060 96 800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050529235014705/29/05 23:50:31  5-MIN KDBQ 300550Z AUTO 00000KT 7SM CLR 10/09 A2994 1060 93 800 000/00 RMK AO2 SLP141 T01000089 10189 20100 401890067 53004 TSNO
94908KDBQ DBQ20050529235515205/29/05 23:55:31  5-MIN KDBQ 300555Z AUTO 00000KT 6SM BR CLR 09/08 A2994  1060 96 600 000/00 RMK AO2 SLP141 T00890083 10189 20089 401890067 56000  TSNO
94908KDBQ DBQ20050530000010605/30/05 00:00:38  5-MIN KDBQ 300600Z AUTO 00000KT 5SM BR CLR 10/09 A2994  1060 93 800 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050530000510605/30/05 00:05:31  5-MIN KDBQ 300605Z AUTO 05003KT 5SM BR CLR 09/08 A2994  1060 96 600 040/03 RMK AO2 TSNO
94908KDBQ DBQ20050530001010605/30/05 00:10:31  5-MIN KDBQ 300610Z AUTO 04003KT 5SM BR CLR 09/08 A2994  1060 93 700 040/03 RMK AO2 TSNO
94908KDBQ DBQ20050530001510705/30/05 00:15:32  5-MIN KDBQ 300615Z AUTO 03003KT 4SM BR CLR 10/10 A2994  1060 100 800 030/03 RMK AO2 TSNO
94908KDBQ DBQ20050530002010605/30/05 00:20:31  5-MIN KDBQ 300620Z AUTO 05003KT 2SM BR CLR 09/09 A2994  1060 96 700 050/03 RMK AO2 TSNO
94908KDBQ DBQ20050530002511005/30/05 00:25:31  5-MIN KDBQ 300625Z AUTO 06003KT 1 3/4SM BR CLR 10/09  A2995 1050 96 700 060/03 RMK AO2 TSNO
94908KDBQ DBQ20050530003011005/30/05 00:30:31  5-MIN KDBQ 300630Z AUTO 04006KT 2 1/2SM BR CLR 09/09  A2995 1050 96 700 040/06 RMK AO2 TSNO
94908KDBQ DBQ20050530003510605/30/05 00:35:31  5-MIN KDBQ 300635Z AUTO 04007KT 3SM BR CLR 10/09 A2995  1050 93 700 040/07 RMK AO2 TSNO
94908KDBQ DBQ20050530004010605/30/05 00:40:31  5-MIN KDBQ 300640Z AUTO 04007KT 3SM BR CLR 11/10 A2995  1050 96 800 030/07 RMK AO2 TSNO
94908KDBQ DBQ20050530004510605/30/05 00:45:31  5-MIN KDBQ 300645Z AUTO 03007KT 3SM BR CLR 11/11 A2995  1050 96 900 030/07 RMK AO2 TSNO
94908KDBQ DBQ20050530005012605/30/05 00:50:31  5-MIN KDBQ 300650Z AUTO 01006KT 2SM BR FEW001 11/11  A2995 1050 96 900 010/06 RMK AO2 SLP144 T01110106 TSNO
94908KDBQ DBQ20050530005512905/30/05 00:55:31  5-MIN KDBQ 300655Z AUTO 01006KT 1 3/4SM BR BKN001 12/11 A2995 1050 96 900 010/06 RMK AO2 SLP145 T01170111 TSNO
94908KDBQ DBQ20050530010010705/30/05 01:00:31  5-MIN KDBQ 300700Z AUTO 01006KT 1SM BR VV001 12/11 A2995 1050 96 900 010/06 RMK AO2 TSNO
94908KDBQ DBQ20050530010511205/30/05 01:05:31  5-MIN KDBQ 300705Z AUTO 03004KT 3/4SM BR BKN001 12/12  A2995 1050 100 900 030/04 RMK AO2 TSNO
94908KDBQ DBQ20050530011011305/30/05 01:10:31  5-MIN KDBQ 300710Z AUTO 04005KT 1 1/4SM BR OVC003 12/12 A2995 1050 100 900 030/05 RMK AO2 TSNO
94908KDBQ DBQ20050530011511205/30/05 01:15:31  5-MIN KDBQ 300715Z AUTO 03006KT 1 3/4SM BR OVC003 12/11 A2996 1050 96 900 030/06 RMK AO2 TSNO
94908KDBQ DBQ20050530012011905/30/05 01:20:31  5-MIN KDBQ 300720Z AUTO 04006KT 1 3/4SM BR BKN003 OVC075 12/11 A2996 1040 96 900 040/06 RMK AO2 TSNO
94908KDBQ DBQ20050530012511605/30/05 01:25:31  5-MIN KDBQ 300725Z AUTO 04007KT 2SM BR BKN003 OVC075  12/11 A2996 1040 96 900 030/07 RMK AO2 TSNO
94908KDBQ DBQ20050530013012605/30/05 01:30:31  5-MIN KDBQ 300730Z AUTO 04007KT 2 1/2SM BR SCT003 BKN015 OVC075 12/11 A2996 1040 96 900 040/07 RMK AO2 TSNO
94908KDBQ DBQ20050530013512305/30/05 01:35:31  5-MIN KDBQ 300735Z AUTO 03007KT 2SM BR SCT003 SCT015  OVC075 12/11 A2996 1040 96 900 030/07 RMK AO2 TSNO
94908KDBQ DBQ20050530014011605/30/05 01:40:31  5-MIN KDBQ 300740Z AUTO 03007KT 2SM BR FEW003 OVC075  12/11 A2996 1040 96 900 030/07 RMK AO2 TSNO
94908KDBQ DBQ20050530014511905/30/05 01:45:31  5-MIN KDBQ 300745Z AUTO 03007KT 2 1/2SM BR FEW015 OVC075 12/11 A2996 1040 96 900 030/07 RMK AO2 TSNO
94908KDBQ DBQ20050530015013305/30/05 01:50:31  5-MIN KDBQ 300750Z AUTO 04006KT 3SM BR FEW015 OVC075  12/11 A2996 1040 96 900 040/06 RMK AO2 SLP147 T01170111 TSNO
94908KDBQ DBQ20050530015513305/30/05 01:55:31  5-MIN KDBQ 300755Z AUTO 05006KT 3SM BR FEW015 BKN075  12/11 A2996 1040 96 900 050/06 RMK AO2 SLP147 T01170111 TSNO
94908KDBQ DBQ20050530020010905/30/05 02:00:31  5-MIN KDBQ 300800Z AUTO 06005KT 3SM BR SCT075 11/11  A2996 1040 96 900 060/05 RMK AO2 TSNO
94908KDBQ DBQ20050530020510905/30/05 02:05:31  5-MIN KDBQ 300805Z AUTO 06005KT 4SM BR SCT075 11/11  A2996 1040 96 900 060/05 RMK AO2 TSNO
94908KDBQ DBQ20050530021010905/30/05 02:10:31  5-MIN KDBQ 300810Z AUTO 05005KT 4SM BR FEW075 11/10  A2996 1040 96 800 050/05 RMK AO2 TSNO
94908KDBQ DBQ20050530021510905/30/05 02:15:31  5-MIN KDBQ 300815Z AUTO 05005KT 5SM BR FEW075 11/10  A2996 1040 96 800 050/05 RMK AO2 TSNO
94908KDBQ DBQ20050530022010605/30/05 02:20:31  5-MIN KDBQ 300820Z AUTO 04006KT 6SM BR CLR 11/10 A2996  1040 96 800 040/06 RMK AO2 TSNO
94908KDBQ DBQ20050530022510605/30/05 02:25:31  5-MIN KDBQ 300825Z AUTO 04006KT 6SM BR CLR 11/10 A2996  1040 96 800 040/06 RMK AO2 TSNO
94908KDBQ DBQ20050530023010605/30/05 02:30:31  5-MIN KDBQ 300830Z AUTO 03007KT 6SM BR CLR 11/10 A2996  1040 96 800 030/07 RMK AO2 TSNO
94908KDBQ DBQ20050530023510605/30/05 02:35:31  5-MIN KDBQ 300835Z AUTO 03006KT 4SM BR CLR 11/10 A2996  1040 96 800 030/06 RMK AO2 TSNO
94908KDBQ DBQ20050530024010605/30/05 02:40:31  5-MIN KDBQ 300840Z AUTO 04005KT 3SM BR CLR 11/10 A2996  1040 96 800 040/05 RMK AO2 TSNO
94908KDBQ DBQ20050530024511005/30/05 02:45:31  5-MIN KDBQ 300845Z AUTO 03004KT 2 1/2SM BR CLR 10/09  A2996 1040 96 700 030/04 RMK AO2 TSNO
94908KDBQ DBQ20050530025012905/30/05 02:50:31  5-MIN KDBQ 300850Z AUTO 04004KT 2SM BR CLR 10/09 A2996  1040 96 700 040/04 RMK AO2 SLP148 T01000094 56000 TSNO
94908KDBQ DBQ20050530025513305/30/05 02:55:31  5-MIN KDBQ 300855Z AUTO 06003KT 2 1/2SM BR CLR 10/09  A2996 1040 96 700 060/03 RMK AO2 SLP147 T01000094 51008 TSNO
94908KDBQ DBQ20050530030011205/30/05 03:00:31  5-MIN KDBQ 300900Z AUTO 00000KT 1 1/2SM BR FEW001 10/09 A2996 1040 96 700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050530030511105/30/05 03:05:31  5-MIN KDBQ 300905Z AUTO 00000KT 1/2SM FG VV001 09/09  A2996 1040 100 600 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050530031011005/30/05 03:10:31  5-MIN KDBQ 300910Z AUTO 00000KT 1/2SM FG VV001 10/09  A2996 1040 96 700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050530031511005/30/05 03:15:31  5-MIN KDBQ 300915Z AUTO 00000KT 3/4SM BR VV001 10/09  A2996 1040 96 700 000/00 RMK AO2 TSNO
94908KDBQ DBQ20050530032010905/30/05 03:20:31  5-MIN KDBQ 300920Z AUTO 00000KT 2SM BR FEW001 10/09  A2996 1040 96 700 000/00 RMK AO2 TSNO
